"state","year","unemploymentrate","crude.rate","observed_data"
"Hawaii",2015,3.6,11.8049487183248,TRUE
"Hawaii",2016,3,13.3701350383639,TRUE
"Hawaii",2017,2.4,14.2202869555837,TRUE
"Idaho",1999,4.9,5.01695574261136,TRUE
"Idaho",2000,4.7,4.94608382220993,TRUE
"Idaho",2001,5.1,7.42445615858638,TRUE
"Idaho",2002,5.6,8.72892003115553,TRUE
"Idaho",2003,5.6,7.48140650442283,TRUE
"Idaho",2004,4.9,7.04123143952947,TRUE
"Idaho",2005,4,7.63176522729707,TRUE
"Idaho",2006,3.5,8.85155198346258,TRUE
"Idaho",2007,3.1,8.37150896449085,TRUE
"Idaho",2008,5.1,9.51561603837531,TRUE
"Idaho",2009,8.8,11.0007533264412,TRUE
"Idaho",2010,9,11.3550678688579,TRUE
"Idaho",2011,8.3,12.1767713890037,TRUE
"Idaho",2012,7.2,11.3427852365817,TRUE
"Idaho",2013,6.1,12.84010778247,TRUE
"Idaho",2014,4.8,12.9706129960648,TRUE
"Idaho",2015,4.2,13.1727625941883,TRUE
"Idaho",2016,3.8,14.4373017098994,TRUE
"Idaho",2017,3.2,13.74536021289,TRUE
"Illinois",1999,4.4,6.67528655184634,TRUE
"Illinois",2000,4.3,6.98912570949087,TRUE
"Illinois",2001,5.3,7.14260262186365,TRUE
"Illinois",2002,6.5,7.87190604552804,TRUE
"Illinois",2003,6.8,6.74577568695013,TRUE
"Illinois",2004,6.2,8.2209583921807,TRUE
"Illinois",2005,5.7,8.46160355079654,TRUE
"Illinois",2006,4.5,10.8273083857068,TRUE
"Illinois",2007,5,9.38888296395063,TRUE
"Illinois",2008,6.3,10.6142305373217,TRUE
"Illinois",2009,10.2,10.7917789931184,TRUE
"Illinois",2010,10.4,10.0384766705179,TRUE
"Illinois",2011,9.7,10.9408025653695,TRUE
"Illinois",2012,9,12.6444097612047,TRUE
"Illinois",2013,9,12.2572849919676,TRUE
"Illinois",2014,7.1,13.2369815644948,TRUE
"Illinois",2015,6,14.2690568697733,TRUE
"Illinois",2016,5.8,18.8336730450925,TRUE
"Illinois",2017,4.9,21.6996954309487,TRUE
"Indiana",1999,3,3.15965226620682,TRUE
"Indiana",2000,3.1,3.51945609601866,TRUE
"Indiana",2001,4.2,4.61832708852827,TRUE
"Indiana",2002,5.2,4.75960966002579,TRUE
"Indiana",2003,5.3,7.00379786587501,TRUE
"Indiana",2004,5.4,8.69564240823089,TRUE
"Indiana",2005,5.5,9.71551692283777,TRUE
"Indiana",2006,5,11.6222717467153,TRUE
"Indiana",2007,4.6,12.2421487620147,TRUE
"Indiana",2008,5.9,12.918678011445,TRUE
"Indiana",2009,10.3,13.8714184531665,TRUE
"Indiana",2010,10.4,14.2971670017067,TRUE
"Indiana",2011,9.1,14.9610506309574,TRUE
"Indiana",2012,8.3,15.4650198383622,TRUE
"Indiana",2013,7.7,16.192601868054,TRUE
"Indiana",2014,6,17.7660415455547,TRUE
"Indiana",2015,4.8,18.807555652237,TRUE
"Indiana",2016,4.4,23.0059973891359,TRUE
"Indiana",2017,3.6,27.7793694083144,TRUE
"Iowa",1999,2.6,1.81654038854771,TRUE
"Iowa",2000,2.6,2.49459731731688,TRUE
"Iowa",2001,3.3,2.96726088055342,TRUE
"Iowa",2002,4,3.10132048091597,TRUE
"Iowa",2003,4.5,3.26308744496514,TRUE
"Iowa",2004,4.5,4.1305035998016,TRUE
"Iowa",2005,4.3,4.75635648250909,TRUE
"Iowa",2006,3.7,6.26960508863948,TRUE
"Iowa",2007,3.7,6.768444511425,TRUE
"Iowa",2008,4.2,6.92802215906341,TRUE
"Iowa",2009,6.4,6.82521835752934,TRUE
"Iowa",2010,6,8.30500713147351,TRUE
"Iowa",2011,5.5,8.16377445907647,TRUE
"Iowa",2012,5,8.42499445381639,TRUE
"Iowa",2013,4.7,8.89847839255298,TRUE
"Iowa",2014,4.2,8.49659782062266,TRUE
"Iowa",2015,3.8,9.89148496798392,TRUE
"Iowa",2016,3.6,10.016929887552,TRUE
"Iowa",2017,3.1,10.8401566450319,TRUE
"Kansas",1999,3.3,3.32295625122744,TRUE
"Kansas",2000,3.6,3.83124945599977,TRUE
"Kansas",2001,4.2,5.10702171076346,TRUE
"Kansas",2002,5.1,6.26489063159311,TRUE
"Kansas",2003,5.5,6.90413969278047,TRUE
"Kansas",2004,5.5,8.19200599186724,TRUE
"Kansas",2005,5,8.7786430549095,TRUE
"Kansas",2006,4.4,9.30171618473281,TRUE
"Kansas",2007,4.2,9.69902488877553,TRUE
"Kansas",2008,4.6,7.79893421688017,TRUE
"Kansas",2009,6.9,10.7317954858679,TRUE
"Kansas",2010,7.1,9.42828162031854,TRUE
"Kansas",2011,6.5,9.7518909961487,TRUE
"Kansas",2012,5.7,11.0190737394336,TRUE
"Kansas",2013,5.3,11.4376267511922,TRUE
"Kansas",2014,4.5,11.4324242145632,TRUE
"Kansas",2015,4.2,11.2994699552589,TRUE
"Kansas",2016,4,10.7660435546655,TRUE
"Kansas",2017,3.7,11.4310312334907,TRUE
"Kentucky",1999,4.5,4.90287211243854,TRUE
"Kentucky",2000,4.2,5.96273562393101,TRUE
"Kentucky",2001,5.2,8.48055077858831,TRUE
"Kentucky",2002,5.7,10.4159662581375,TRUE
"Kentucky",2003,6.1,13.6015758397151,TRUE
"Kentucky",2004,5.4,12.6866181021639,TRUE
"Kentucky",2005,5.9,15.2531521188732,TRUE
"Kentucky",2006,5.7,17.2542963316371,TRUE
"Kentucky",2007,5.4,16.6327121281602,TRUE
"Kentucky",2008,6.4,17.8093642756274,TRUE
"Kentucky",2009,10.3,17.812990928578,TRUE
"Kentucky",2010,10.2,23.2061496527028,TRUE
"Kentucky",2011,9.4,24.2140947086939,TRUE
"Kentucky",2012,8.2,24.609540420257,TRUE
"Kentucky",2013,8,23.1838818554841,TRUE
"Kentucky",2014,6.5,24.4026394728667,TRUE
"Kentucky",2015,5.3,28.7677634724883,TRUE
"Kentucky",2016,5.1,31.9812556936326,TRUE
"Kentucky",2017,4.9,35.1579153915561,TRUE
"Louisiana",1999,5.1,4.21448028172456,TRUE
"Louisiana",2000,5.3,5.54936969900935,TRUE
"Louisiana",2001,5.7,5.9179856516763,TRUE
"Louisiana",2002,6.1,8.11604025289137,TRUE
"Louisiana",2003,6.4,11.8556739795826,TRUE
"Louisiana",2004,5.9,11.8403299651732,TRUE
"Louisiana",2005,7.2,14.442947952073,TRUE
"Louisiana",2006,4.5,16.3851938275464,TRUE
"Louisiana",2007,4.3,18.4661191279512,TRUE
"Louisiana",2008,4.9,14.5865732284302,TRUE
"Louisiana",2009,6.8,13.0019093214784,TRUE
"Louisiana",2010,8,13.0366535108965,TRUE
"Louisiana",2011,7.8,13.1370829467985,TRUE
"Louisiana",2012,7.1,12.2992864023566,TRUE
"Louisiana",2013,6.7,17.4901145180922,TRUE
"Louisiana",2014,6.4,16.7108417876859,TRUE
"Louisiana",2015,6.3,18.4339729772087,TRUE
"Louisiana",2016,6.1,21.2744779315739,TRUE
"Louisiana",2017,5.1,23.6533141431235,TRUE
"Maine",1999,4,5.28888355615058,TRUE
"Maine",2000,3.4,4.78460267796565,TRUE
"Maine",2001,3.8,6.61122570569001,TRUE
"Maine",2002,4.3,10.725639680237,TRUE
"Maine",2003,5,10.1797685901327,TRUE
"Maine",2004,4.6,10.6570205406459,TRUE
"Maine",2005,4.9,12.359842794932,TRUE
"Maine",2006,4.6,12.0125202191869,TRUE
"Maine",2007,4.7,11.9815529298288,TRUE
"Maine",2008,5.5,12.1757913700696,TRUE
"Maine",2009,8.1,13.0115298701103,TRUE
"Maine",2010,8.1,10.1628999948056,TRUE
"Maine",2011,7.9,11.7453252099853,TRUE
"Maine",2012,7.5,11.2850513695538,TRUE
"Maine",2013,6.6,13.0994307017531,TRUE
"Maine",2014,5.6,16.2395147993856,TRUE
"Maine",2015,4.4,20.2357883080775,TRUE
"Maine",2016,3.8,26.5118713851289,TRUE
"Maine",2017,3.4,31.7387363042487,TRUE
"Maryland",1999,3.6,11.970671284415,TRUE
"Maryland",2000,3.6,11.7625157510093,TRUE
"Maryland",2001,4,11.889055575474,TRUE
"Maryland",2002,4.4,13.2894908801558,TRUE
"Maryland",2003,4.4,14.1732509817114,TRUE
"Maryland",2004,4.3,12.1869104289125,TRUE
"Maryland",2005,4.1,11.7302493268071,TRUE
"Maryland",2006,3.9,13.5409686270684,TRUE
"Maryland",2007,3.5,13.6024146850891,TRUE
"Maryland",2008,4.2,12.1900486634482,TRUE
"Maryland",2009,7,12.9659632122642,TRUE
"Maryland",2010,7.7,11.2582340992166,TRUE
"Maryland",2011,7.2,12.1304897543687,TRUE
"Maryland",2012,7,14.1216943382202,TRUE
"Maryland",2013,6.6,15.0451675495301,TRUE
"Maryland",2014,5.8,17.903733798585,TRUE
"Maryland",2015,5.1,21.3938430018242,TRUE
"Maryland",2016,4.5,33.9735395325514,TRUE
"Maryland",2017,4.3,37.1271362354406,TRUE
"Massachusetts",1999,3.2,7.72476412163654,TRUE
"Massachusetts",2000,2.7,7.29237559293865,TRUE
"Massachusetts",2001,3.7,10.7696063888619,TRUE
"Massachusetts",2002,5.3,10.9860895847819,TRUE
"Massachusetts",2003,5.7,12.8141949517054,TRUE
"Massachusetts",2004,5.1,10.4331048498966,TRUE
"Massachusetts",2005,4.8,12.1812380822983,TRUE
"Massachusetts",2006,4.9,15.1324070012187,TRUE
"Massachusetts",2007,4.6,14.3355600096337,TRUE
"Massachusetts",2008,5.5,12.1503170444369,TRUE
"Massachusetts",2009,8.1,12.5199210201649,TRUE
"Massachusetts",2010,8.3,11.2712555949642,TRUE
"Massachusetts",2011,7.3,13.0094165709303,TRUE
"Massachusetts",2012,6.7,12.9247876663521,TRUE
"Massachusetts",2013,6.7,16.1516274744413,TRUE
"Massachusetts",2014,5.7,19.1092962797803,TRUE
"Massachusetts",2015,4.8,25.3737551185369,TRUE
"Massachusetts",2016,3.9,32.6933683550215,TRUE
"Massachusetts",2017,3.8,31.6043324175171,TRUE
"Michigan",1999,3.7,4.64781861705976,TRUE
"Michigan",2000,3.6,5.64474680342315,TRUE
"Michigan",2001,5.2,6.21551938121052,TRUE
"Michigan",2002,6.3,7.49822029591512,TRUE
"Michigan",2003,7.2,7.57881167419834,TRUE
"Michigan",2004,7,8.62230571593232,TRUE
"Michigan",2005,6.8,9.79988632131867,TRUE
"Michigan",2006,7,11.7177212898142,TRUE
"Michigan",2007,7,12.3584131797477,TRUE
"Michigan",2008,8,12.456155889545,TRUE
"Michigan",2009,13.7,14.432024106025,TRUE
"Michigan",2010,12.6,14.1041154878162,TRUE
"Michigan",2011,10.4,14.0337561449576,TRUE
"Michigan",2012,9.1,13.2343656408347,TRUE
"Michigan",2013,8.8,15.6938088378881,TRUE
"Michigan",2014,7.2,17.7802408647453,TRUE
"Michigan",2015,5.4,19.9544956874102,TRUE
"Michigan",2016,5,23.6394951804438,TRUE
"Michigan",2017,4.6,27.0419182858275,TRUE
"Minnesota",1999,2.8,2.79061311616891,TRUE
"Minnesota",2000,3.2,2.64255625443263,TRUE
"Minnesota",2001,3.8,3.71277491593073,TRUE
"Minnesota",2002,4.5,4.0048336947978,TRUE
"Minnesota",2003,4.9,4.86784397254061,TRUE
"Minnesota",2004,4.7,4.91379918639279,TRUE
"Minnesota",2005,4.1,5.50824498329752,TRUE
"Minnesota",2006,4,6.02298222832913,TRUE
"Minnesota",2007,4.6,6.54862120796904,TRUE
"Minnesota",2008,5.4,7.31844258967665,TRUE
"Minnesota",2009,7.8,7.93379841676224,TRUE
"Minnesota",2010,7.4,7.48502288399628,TRUE
"Minnesota",2011,6.5,9.56058539221132,TRUE
"Minnesota",2012,5.6,8.96054182648933,TRUE
"Minnesota",2013,5,9.64877001243455,TRUE
"Minnesota",2014,4.2,9.47376966059167,TRUE
"Minnesota",2015,3.7,10.5836606495854,TRUE
"Minnesota",2016,3.9,12.1740189045122,TRUE
"Minnesota",2017,3.4,13.1441955913687,TRUE
"Mississippi",1999,5.1,3.07593529646359,TRUE
"Mississippi",2000,5.4,4.00751162354139,TRUE
"Mississippi",2001,5.5,5.92360166197335,TRUE
"Mississippi",2002,6.6,6.40155372355293,TRUE
"Mississippi",2003,6.3,7.21678813183503,TRUE
"Mississippi",2004,6.2,7.75352110238455,TRUE
"Mississippi",2005,7.5,8.53423484218376,TRUE
"Mississippi",2006,6.5,11.6696236598005,TRUE
"Mississippi",2007,6.1,10.7227619649291,TRUE
"Mississippi",2008,6.6,10.2788311035394,TRUE
"Mississippi",2009,9.5,10.9166837345468,TRUE
"Mississippi",2010,10.4,11.2560353749557,TRUE
"Mississippi",2011,10,10.1392910285404,TRUE
"Mississippi",2012,9,10.3855170948962,TRUE
"Mississippi",2013,8.5,10.5642972886865,TRUE
"Mississippi",2014,7.5,11.2221487809774,TRUE
"Mississippi",2015,6.4,11.7299779135544,TRUE
"Mississippi",2016,5.8,11.7775935298184,TRUE
"Mississippi",2017,5.1,11.862873228109,TRUE
"Missouri",1999,3.3,4.9622901904153,TRUE
"Missouri",2000,3.6,5.41534537303419,TRUE
"Missouri",2001,4.6,6.22214438140362,TRUE
"Missouri",2002,5.4,7.33062253021018,TRUE
"Missouri",2003,5.6,9.14281230454393,TRUE
"Missouri",2004,5.9,9.53418047194541,TRUE
"Missouri",2005,5.4,10.5003194998532,TRUE
"Missouri",2006,4.8,12.716714726606,TRUE
"Missouri",2007,5.1,12.1271578358085,TRUE
"Missouri",2008,6.1,12.9137550228599,TRUE
"Missouri",2009,9.3,14.4772229499044,TRUE
"Missouri",2010,9.6,16.6640869057178,TRUE
"Missouri",2011,8.5,16.0214604384723,TRUE
"Missouri",2012,6.9,15.6426748110425,TRUE
"Missouri",2013,6.7,16.9584877727649,TRUE
"Missouri",2014,6.1,17.5968390997477,TRUE
"Missouri",2015,5,17.5223121825108,TRUE
"Missouri",2016,4.6,22.5012309207287,TRUE
"Missouri",2017,3.8,22.3602330044236,TRUE
"Montana",1999,5.3,4.56820949585908,TRUE
"Montana",2000,5,4.54447209306192,TRUE
"Montana",2001,4.5,6.17446615675867,TRUE
"Montana",2002,4.4,8.55575555548243,TRUE
"Montana",2003,4.7,10.1127627415374,TRUE
"Montana",2004,4.8,10.5375324324818,TRUE
"Montana",2005,4.4,10.2116578839317,TRUE
"Montana",2006,3.5,10.1816746650544,TRUE
"Montana",2007,3.6,12.9573154930103,TRUE
"Montana",2008,5.1,13.7236728235433,TRUE
"Montana",2009,6.8,14.431158293546,TRUE
"Montana",2010,7.3,11.9262392423806,TRUE
"Montana",2011,6.9,14.125439917291,TRUE
"Montana",2012,6,11.7396464774594,TRUE
"Montana",2013,5.4,13.4953431215615,TRUE
"Montana",2014,4.7,12.2120520252956,TRUE
"Montana",2015,4.2,13.3598076962173,TRUE
"Montana",2016,4.1,11.4146491194414,TRUE
"Montana",2017,3.9,11.3280145607824,TRUE
"Nebraska",1999,2.8,2.28770668550016,TRUE
"Nebraska",2000,2.8,2.68807307818845,TRUE
"Nebraska",2001,3.1,3.83757521065962,TRUE
"Nebraska",2002,3.6,3.81879913810861,TRUE
"Nebraska",2003,3.9,3.16338661818441,TRUE
"Nebraska",2004,3.9,3.37264272280878,TRUE
"Nebraska",2005,3.8,4.88221098304454,TRUE
"Nebraska",2006,3.1,5.13343257969654,TRUE
"Nebraska",2007,3,4.485713004082,TRUE
"Nebraska",2008,3.3,5.23275168143898,TRUE
"Nebraska",2009,4.6,5.8476854474831,TRUE
"Nebraska",2010,4.6,6.40625162551791,TRUE
"Nebraska",2011,4.4,7.00082110405662,TRUE
"Nebraska",2012,4,7.8683930424004,TRUE
"Nebraska",2013,3.8,6.26165363315059,TRUE
"Nebraska",2014,3.3,6.64362480421238,TRUE
"Nebraska",2015,3,6.64490372800194,TRUE
"Nebraska",2016,3.1,6.29222344104921,TRUE
"Nebraska",2017,2.9,7.91635331101477,TRUE
"Nevada",1999,4,11.732976071965,TRUE
"Nevada",2000,4.2,13.6619063513852,TRUE
"Nevada",2001,5.2,12.4380539639983,TRUE
"Nevada",2002,5.6,14.8588341749506,TRUE
"Nevada",2003,5.1,15.2077728616849,TRUE
"Nevada",2004,4.3,16.1962508236646,TRUE
